,Districts/Neighborhoods,Address,County,Routes Served,Name,Route,Route Type,Agency Stop ID,Lat,Lon
621,Seward Park,"Seattle, WA",King,50,Seward Park Ave S & Oakhurst Rd S,50 - Alki - SODO - Othello Station,Seattle,,47.546448,-122.262016
622,Seward Park,"Seattle, WA",King,50,Seward Park Ave S & S Morgan St,50 - Alki - SODO - Othello Station,Seattle,,47.544106,-122.264290
623,Seward Park,"Seattle, WA",King,50,Seward Park Ave S & S Holly St,50 - Alki - SODO - Othello Station,Seattle,,47.542232,-122.264748
624,"Brighton, Rainier Valley","Seattle, WA",King,50,Seward Park Ave S & S Myrtle St,50 - Alki - SODO - Othello Station,Seattle,,47.538708,-122.267349
625,"Brighton, Rainier Valley","Seattle, WA",King,50,Seward Park Ave S & S Othello St,50 - Alki - SODO - Othello Station,Seattle,,47.537113,-122.267372
626,"Brighton, Rainier Valley","Seattle, WA",King,50,S Othello St & Rainier Ave S,50 - Alki - SODO - Othello Station,Seattle,,47.537029,-122.270760
627,"Brighton, Rainier Valley","Seattle, WA",King,50,S Othello St & 46th Ave S,50 - Alki - SODO - Othello Station,Seattle,,47.537132,-122.275696
628,"Beacon Hill, NewHolly (Holly Park)","Seattle, WA",King,36,S Othello St & Martin L King Jr Way S,50 - Alki - SODO - Othello Station,Seattle,,47.537128,-122.281830
629,,"Seattle, WA",King,50,38th Ave S & S Myrtle St,50 - Alki - SODO - Othello Station,Seattle,,47.538601,-122.284615
630,Belltown,"Seattle, WA",King,1,3rd Ave & Bell St,56 - Alki - Admiral District - Seattle,Seattle,,47.614300,-122.344269
631,Belltown,"Seattle, WA",King,1,3rd Ave & Virginia St,56 - Alki - Admiral District - Seattle,Seattle,,47.612438,-122.341110
632,Central Business District,"Seattle, WA",King,21,3rd Ave & Pike St,56 - Alki - Admiral District - Seattle,Seattle,,47.609791,-122.337959
633,Central Business District,"Seattle, WA",King,21,3rd Ave & Seneca St,56 - Alki - Admiral District - Seattle,Seattle,,47.606442,-122.334900
634,Central Business District,"Seattle, WA",King,21,3rd Ave & Columbia St,56 - Alki - Admiral District - Seattle,Seattle,,47.604263,-122.332901
635,,"Seattle, WA",King,21,Columbia St & Alaskan Way,56 - Alki - Admiral District - Seattle,Seattle,,47.602615,-122.336784
636,Pioneer Square,County:,King,21,Alaskan Way S & S Jackson St,56 - Alki - Admiral District - Seattle,Seattle,,47.598717,-122.335960
637,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & SW City View St,56 - Alki - Admiral District - Seattle,Seattle,,47.574043,-122.373474
638,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & SW Olga St,56 - Alki - Admiral District - Seattle,Seattle,,47.580132,-122.376564
639,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & 38th Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.581253,-122.380676
640,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & 41st Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.581245,-122.384743
641,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & California Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.581268,-122.386871
642,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & SW Waite St,56 - Alki - Admiral District - Seattle,Seattle,,47.581047,-122.392273
643,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & 49th Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.579819,-122.393707
644,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & 51st Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.579334,-122.397163
645,"Alki, West Seattle","Seattle, WA",King,50,SW Admiral Way & SW Lander St,56 - Alki - Admiral District - Seattle,Seattle,,47.578899,-122.400673
646,"Alki, West Seattle","Seattle, WA",King,50,SW Admiral Way & 57th Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.577168,-122.405319
647,"Alki, West Seattle","Seattle, WA",King,50,SW Admiral Way & 61st Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.575974,-122.410660
648,"Alki, West Seattle","Seattle, WA",King,50,63rd Ave SW & SW Admiral Way,56 - Alki - Admiral District - Seattle,Seattle,,47.576240,-122.413239
649,"Alki, West Seattle","Seattle, WA",King,50,63rd Ave SW & Alki Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.578209,-122.413185
650,"Alki, West Seattle","Seattle, WA",King,50,Alki Ave SW & 61st Ave SW,56 - Alki - Admiral District - Seattle,Seattle,,47.578995,-122.410797
651,Belltown,"Seattle, WA",King,1,3rd Ave & Bell St,57 - Alaska Junction - Seattle,Seattle,,47.614300,-122.344269
652,Belltown,"Seattle, WA",King,1,3rd Ave & Virginia St,57 - Alaska Junction - Seattle,Seattle,,47.612438,-122.341110
653,Central Business District,"Seattle, WA",King,21,3rd Ave & Pike St,57 - Alaska Junction - Seattle,Seattle,,47.609791,-122.337959
654,Central Business District,"Seattle, WA",King,21,3rd Ave & Seneca St,57 - Alaska Junction - Seattle,Seattle,,47.606442,-122.334900
655,Central Business District,"Seattle, WA",King,21,3rd Ave & Columbia St,57 - Alaska Junction - Seattle,Seattle,,47.604263,-122.332901
656,,"Seattle, WA",King,21,Columbia St & Alaskan Way,57 - Alaska Junction - Seattle,Seattle,,47.602615,-122.336784
657,Pioneer Square,County:,King,21,Alaskan Way S & S Jackson St,57 - Alaska Junction - Seattle,Seattle,,47.598717,-122.335960
658,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & SW City View St,57 - Alaska Junction - Seattle,Seattle,,47.574043,-122.373474
659,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & SW Olga St,57 - Alaska Junction - Seattle,Seattle,,47.580132,-122.376564
660,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & 38th Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.581253,-122.380676
661,"North Admiral, West Seattle","Seattle, WA",King,56,SW Admiral Way & 41st Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.581245,-122.384743
662,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & California Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.581268,-122.386871
663,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & SW Waite St,57 - Alaska Junction - Seattle,Seattle,,47.581047,-122.392273
664,"North Admiral, West Seattle","Seattle, WA",King,50,SW Admiral Way & 49th Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.579819,-122.393707
665,"North Admiral, West Seattle","Seattle, WA",King,57,49th Ave SW & SW Stevens St,57 - Alaska Junction - Seattle,Seattle,,47.577248,-122.394264
666,"North Admiral, West Seattle","Seattle, WA",King,57,49th Ave SW & SW Hanford St,57 - Alaska Junction - Seattle,Seattle,,47.575577,-122.394730
667,"North Admiral, West Seattle","Seattle, WA",King,57,49th Ave SW & SW Hinds St,57 - Alaska Junction - Seattle,Seattle,,47.573666,-122.394836
668,"North Admiral, West Seattle","Seattle, WA",King,57,49th Ave SW & SW Spokane St,57 - Alaska Junction - Seattle,Seattle,,47.571861,-122.394852
669,"North Admiral, West Seattle","Seattle, WA",King,57,SW Charlestown St & 49th Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.570362,-122.395332
670,"North Admiral, West Seattle","Seattle, WA",King,57,SW Charlestown St & 51st Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.570385,-122.397789
671,"North Admiral, West Seattle","Seattle, WA",King,57,SW Charlestown St & 53rd Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.570427,-122.400436
672,"Alki, West Seattle","Seattle, WA",King,57,55th Ave SW & SW Charlestown St,57 - Alaska Junction - Seattle,Seattle,,47.570023,-122.402939
673,"Alki, West Seattle","Seattle, WA",King,57,55th Ave SW & SW Andover St,57 - Alaska Junction - Seattle,Seattle,,47.568398,-122.402908
674,"Alki, West Seattle","Seattle, WA",King,57,55th Ave SW & SW Dakota St,57 - Alaska Junction - Seattle,Seattle,,47.566803,-122.402924
675,"Alki, West Seattle","Seattle, WA",King,57,55th Ave SW & SW Genesee St,57 - Alaska Junction - Seattle,Seattle,,47.565166,-122.402954
676,"Alki, West Seattle","Seattle, WA",King,57,SW Genesee St & 53rd Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.564762,-122.399864
677,"Genesee, West Seattle","Seattle, WA",King,57,SW Genesee St & 51st Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.564743,-122.397217
678,"Genesee, West Seattle","Seattle, WA",King,57,SW Genesee St & 49th Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.564720,-122.394455
679,"Genesee, West Seattle","Seattle, WA",King,57,SW Genesee St & 47th Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.564693,-122.391777
680,"Genesee, West Seattle","Seattle, WA",King,57,Glenn Way SW & 46th Ave SW,57 - Alaska Junction - Seattle,Seattle,,47.564453,-122.390724
681,"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,50,SW Alaska St & 44th Ave SW - Bay 2,57 - Alaska Junction - Seattle,Seattle,,47.561070,-122.387527
682,"Broadway, Capitol Hill","Seattle, WA",King,60,10th Ave E & E Mercer St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.623951,-122.319992
683,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway E & E Republican St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.622894,-122.321014
684,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway E & E Thomas St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.620815,-122.320992
685,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway & E Denny Way,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.618538,-122.320946
686,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway & E Pine St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.616192,-122.320923
687,"Broadway, Capitol Hill","Seattle, WA",King,9,Broadway & E Pike St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.614140,-122.320885
688,First Hill,"Seattle, WA",King,9,Broadway & E Union St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.612713,-122.320885
689,First Hill,"Seattle, WA",King,60,Madison St & Boylston Ave,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.610867,-122.321686
690,First Hill,"Seattle, WA",King,60,Madison St & Boren Ave,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.609627,-122.324638
691,First Hill,"Seattle, WA",King,60,9th Ave & Marion St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.607433,-122.326591
692,First Hill,"Seattle, WA",King,60,9th Ave & Cherry St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.606091,-122.325363
693,Yesler Terrace,"Seattle, WA",King,3,9th Ave & Jefferson St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.604874,-122.324242
694,Yesler Terrace,"Seattle, WA",King,60,9th Ave & Alder St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.603474,-122.322968
695,,"Seattle, WA",King,27,E Yesler Way & Broadway,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.601691,-122.320065
696,International District,"Seattle, WA",King,36,12th Ave S & S Jackson St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.598652,-122.317329
697,International District,"Seattle, WA",King,36,12th Ave S & S Weller St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.597305,-122.317329
698,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & Golf Dr S,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.592270,-122.314941
699,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & S Massachusetts St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.588184,-122.314964
700,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & S Holgate St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.586136,-122.314774
701,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,14th Ave S & S Hill St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.584339,-122.314789
702,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & S Bayview St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.581291,-122.314186
703,"Beacon Hill, North Beacon Hill","Seattle, WA",King,36,Beacon Ave S & S Lander St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.579048,-122.312096
704,"Beacon Hill, North Beacon Hill","Seattle, WA",King,60,15th Ave S & S Stevens St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.576675,-122.313477
705,"Beacon Hill, North Beacon Hill","Seattle, WA",King,60,15th Ave S & S Hanford St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.574898,-122.313492
706,"Beacon Hill, North Beacon Hill","Seattle, WA",King,60,15th Ave S & S Spokane St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.571434,-122.313515
707,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,50,15th Ave S & S Dakota St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.566994,-122.313576
708,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,50,15th Ave S & S Nevada St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.565064,-122.313599
709,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,60,15th Ave S & S Oregon St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.563099,-122.313614
710,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,60,15th Ave S & S Angeline St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.560703,-122.313515
711,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,60,15th Ave S & S Shelton St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.557678,-122.313545
712,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,60,15th Ave S & S Dawson St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.555412,-122.313560
713,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,60,15th Ave S & S Lucile St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.553169,-122.313583
714,"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,60,15th Ave S & S Orcas St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.551609,-122.313583
715,Georgetown,"Seattle, WA",King,60,13th Ave S & S Bailey St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.547573,-122.316208
716,Georgetown,"Seattle, WA",King,60,Ellis Ave S & S Warsaw St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.543800,-122.319077
717,Georgetown,"Seattle, WA",King,60,Ellis Ave S & S Myrtle St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.539543,-122.320457
718,Georgetown,"Seattle, WA",King,60,East Marginal Way S & S Webster St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.535629,-122.315598
719,Georgetown,"Seattle, WA",King,60,16th Ave S & East Marginal Way S,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.533485,-122.313354
720,South Park,"Seattle, WA",King,60,14th Ave S & S Cloverdale St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.526920,-122.314995
721,South Park,"Seattle, WA",King,60,S Cloverdale St & 12th Ave S,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.526520,-122.318123
722,South Park,"Seattle, WA",King,60,S Cloverdale St & 8th Ave S,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.526535,-122.323273
723,South Park,"Seattle, WA",King,60,S Cloverdale St & 5th Ave S,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.526550,-122.328094
724,Delridge,"Seattle, WA",King,60,Olson-Myers Way P&R,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.519611,-122.336197
725,Delridge,"Seattle, WA",King,60,Olson Pl SW & 3rd Ave SW,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.519692,-122.338547
726,Delridge,"Seattle, WA",King,60,SW Roxbury St & 5th Pl SW,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.517353,-122.342178
727,Delridge,"Seattle, WA",King,60,SW Roxbury St & 8th Ave SW,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.517376,-122.345825
728,Delridge,"Seattle, WA",King,60,SW Roxbury St & 12th Ave SW,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.517406,-122.350494
729,Delridge,"Seattle, WA",King,60,SW Roxbury St & 15th Ave SW - Bay 4,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.517437,-122.353569
730,"Delridge, South Delridge","Seattle, WA",King,60,Delridge Way SW & SW Cambridge St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.519421,-122.356903
731,"Delridge, South Delridge","Seattle, WA",King,60,Delridge Way SW & SW Barton St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.520874,-122.358200
732,,"Seattle, WA",King,22,Delridge Way SW & SW Henderson St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.523251,-122.360252
733,"Delridge, Roxhill","Seattle, WA",King,60,25th Ave SW & SW Trenton St,60 - Westwood Village -  Georgetown - Broadway,Seattle,,47.523994,-122.364632
734,International District,"Seattle, WA",King,1,S Jackson St & 5th Ave S,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.599266,-122.328384
735,Pioneer Square,"Seattle, WA",King,5,3rd Ave & James St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.602642,-122.331184
736,Central Business District,"Seattle, WA",King,5,3rd Ave & Madison St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.605541,-122.333832
737,Central Business District,"Seattle, WA",King,5,3rd Ave & Union St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.608688,-122.336700
738,Central Business District,"Seattle, WA",King,5,3rd Ave & Pine St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.611137,-122.338951
739,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Virginia St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.612995,-122.341743
740,,"Seattle, WA",King,62,7th Ave & Blanchard St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.616878,-122.340385
741,Cascade,"Seattle, WA",King,62,Dexter Ave N & Denny Way,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.618942,-122.342300
742,Cascade,"Seattle, WA",King,62,Dexter Ave N & Harrison St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.622402,-122.342270
743,Cascade,"Seattle, WA",King,62,Dexter Ave N & Mercer St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.625324,-122.342247
744,"Cascade, Westlake","Seattle, WA",King,62,Dexter Ave N & Aloha St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.627407,-122.342216
745,"Cascade, Westlake","Seattle, WA",King,62,Dexter Ave N & Galer St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.632572,-122.342178
746,"Cascade, Westlake","Seattle, WA",King,62,Dexter Ave N & Newton St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.636108,-122.342369
747,Queen Anne,"Seattle, WA",King,62,Dexter Ave N & Crockett St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.638100,-122.343513
748,Queen Anne,"Seattle, WA",King,62,Dexter Ave N & Wheeler St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.641213,-122.344543
749,Queen Anne,"Seattle, WA",King,62,Dexter Ave N & 4th Ave N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.643898,-122.345978
751,Fremont,"Seattle, WA",King,31,Fremont Ave N & N 34th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.649860,-122.349678
752,Fremont,"Seattle, WA",King,31,N 35th St & Troll Ave N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.650032,-122.347054
753,Fremont,"Seattle, WA",King,31,N 35th St & Woodland Park Ave N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.649509,-122.343643
754,Wallingford,"Seattle, WA",King,62,Stone Way N & N 38th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.652939,-122.342468
755,Wallingford,"Seattle, WA",King,62,Stone Way N & N 40th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.655159,-122.342354
756,Wallingford,"Seattle, WA",King,62,Stone Way N & N 42nd St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.658264,-122.342209
757,Wallingford,"Seattle, WA",King,62,Stone Way N & N Allen Pl,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.660576,-122.342079
758,Wallingford,"Seattle, WA",King,44,N 45th St & Stone Way N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.661320,-122.341660
759,Wallingford,"Seattle, WA",King,44,N 45th St & Woodlawn Ave N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.661316,-122.338692
760,Wallingford,"Seattle, WA",King,44,N 45th St & Wallingford Ave N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.661316,-122.335442
761,Wallingford,"Seattle, WA",King,62,Meridian Ave N & N 45th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.661663,-122.333626
762,Wallingford,"Seattle, WA",King,62,Meridian Ave N & N 49th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.663933,-122.333626
763,Wallingford,"Seattle, WA",King,62,Meridian Ave N & N 53rd St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.667378,-122.333595
764,Wallingford,"Seattle, WA",King,62,N 56th St & Keystone Pl N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.668667,-122.332603
765,Wallingford,"Seattle, WA",King,62,Kirkwood Pl N & N 59th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.671535,-122.333275
766,Green Lake,"Seattle, WA",King,62,Woodlawn Ave N & N 63rd St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.674355,-122.333160
767,Green Lake,"Seattle, WA",King,62,Woodlawn Ave NE & Sunnyside Ave N,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.677475,-122.329132
768,Green Lake,"Seattle, WA",King,45,NE Ravenna Blvd & Woodlawn Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.678459,-122.324860
769,Green Lake,"Seattle, WA",King,45,NE Ravenna Blvd & NE 68th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.677311,-122.323807
770,,"Seattle, WA",King,45,NE 65th St & 8th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675785,-122.320129
771,Roosevelt,"Seattle, WA",King,45,NE 65th St & Roosevelt Way NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675751,-122.316673
772,Roosevelt,"Seattle, WA",King,45,NE 65th St & 14th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.312683
773,Ravenna,"Seattle, WA",King,62,NE 65th St & 16th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.310539
774,,"Seattle, WA",King,62,NE 65th St & 20th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675709,-122.306252
775,Ravenna,"Seattle, WA",King,62,NE 65th St & 23rd Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675709,-122.302414
776,Ravenna,"Seattle, WA",King,62,NE 65th St & 25th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675705,-122.300278
777,Ravenna,"Seattle, WA",King,62,NE 65th St & 27th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675709,-122.298218
778,Ravenna,"Seattle, WA",King,62,NE 65th St & 29th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675709,-122.296043
779,Ravenna,"Seattle, WA",King,62,NE 65th St & 31st Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.293968
780,Ravenna,"Seattle, WA",King,62,NE 65th St & 33rd Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.291924
781,Bryant,"Seattle, WA",King,62,NE 65th St & 35th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.289970
782,Bryant,"Seattle, WA",King,62,NE 65th St & 38th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.286552
783,Bryant,"Seattle, WA",King,62,NE 65th St & 40th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.284561
784,Bryant,"Seattle, WA",King,62,NE 65th St & 43rd Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.281921
785,Windermere,"Seattle, WA",King,62,NE 65th St & 45th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675720,-122.279221
786,Windermere,"Seattle, WA",King,62,NE 65th St & Wellesley Way NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675716,-122.276947
787,Windermere,"Seattle, WA",King,62,NE 65th St & 52nd Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675686,-122.271294
788,,"Seattle, WA",King,62,NE 65th St & 58th Ave NE,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675682,-122.267334
789,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 65th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.675976,-122.263428
790,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 70th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.679737,-122.263519
791,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 74th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.681759,-122.263565
793,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 77th St,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.685005,-122.264465
794,Sand Point,"Seattle, WA",King,62,NE NOAA Dr,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.686150,-122.260803
795,Sand Point,"Seattle, WA",King,62,NOAA - BLDG 3,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.686012,-122.255531
796,Sand Point,"Seattle, WA",King,62,NOAA - BLDG 1,62 - Sand Point - Roosevelt - Seattle,Seattle,,47.686543,-122.257362
797,University District,"Seattle, WA",King,31,Roosevelt Way NE & NE 45th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.660953,-122.317818
798,University District,"Seattle, WA",King,31,Roosevelt Way NE & NE 42nd St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.658455,-122.317879
799,University District,"Seattle, WA",King,65,NE Campus Pkwy & University Way NE - Bay 2,65 - Jackson Park - Wedgwood - University District,Seattle,,47.655922,-122.313492
800,University District,"Seattle, WA",King,43,15th Ave NE & NE 40th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.654820,-122.312210
801,University District,"Seattle, WA",King,43,NE Pacific St & 15th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.652084,-122.310883
802,University District,"Seattle, WA",King,44,NE Pacific Pl & NE Pacific St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.650505,-122.306908
803,University District,"Seattle, WA",King,65,Montlake Blvd NE & NE Pacific Pl - Bay 3,65 - Jackson Park - Wedgwood - University District,Seattle,,47.651543,-122.303490
804,University District,"Seattle, WA",King,65,Montlake Blvd NE & NE 45th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.660854,-122.298584
805,,"Seattle, WA",King,31,NE 45th St & University Village,65 - Jackson Park - Wedgwood - University District,Seattle,,47.661102,-122.296974
