,Districts/Neighborhoods,Address,County,Routes Served,Name,Route,Route Type,Agency Stop ID,Lat,Lon
178,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 112th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.502644,-122.376045
179,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 110th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.504570,-122.375977
180,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 108th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.506340,-122.375908
181,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 106th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.508423,-122.375824
182,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 104th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.510208,-122.375793
183,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 102nd St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.512127,-122.376053
184,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 100th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.513985,-122.376312
185,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW 98th St,21 - Arbor Heights - Westwood Village - West Seattle - Seattle,Seattle,,47.515640,-122.376534
187,"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,22,44th Ave SW & SW Alaska St - Bay 6,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.561474,-122.388039
188,"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,22,SW Oregon St & California Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.562882,-122.387177
189,"Seaview, West Seattle, West Seattle Junction","Seattle, WA",King,22,California Ave SW & Erskine Way SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.558594,-122.386955
190,"Seaview, West Seattle","Seattle, WA",King,22,California Ave SW & SW Dawson St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.555512,-122.387039
191,"Seaview, West Seattle","Seattle, WA",King,22,California Ave SW & SW Findlay St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.551769,-122.387146
192,"Seaview, West Seattle","Seattle, WA",King,22,California Ave SW & SW Raymond St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.548256,-122.387260
193,"Gatewood, West Seattle","Seattle, WA",King,22,California Ave SW & Fauntleroy Way SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.544586,-122.387329
194,"Gatewood, West Seattle","Seattle, WA",King,22,California Ave SW & SW Willow St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.542049,-122.387352
195,"Gatewood, West Seattle","Seattle, WA",King,22,California Ave SW & SW Myrtle St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.539951,-122.387383
196,"Gatewood, West Seattle","Seattle, WA",King,22,California Ave SW & SW Othello St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.538197,-122.387390
197,"Gatewood, West Seattle","Seattle, WA",King,22,California Ave SW & SW Webster St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.535610,-122.387421
198,"Gatewood, West Seattle","Seattle, WA",King,22,SW Ida St & California Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.534302,-122.386864
199,"Gatewood, West Seattle","Seattle, WA",King,22,SW Ida St & 41st Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.534294,-122.384811
200,"Gatewood, West Seattle","Seattle, WA",King,22,41st Ave SW & SW Portland St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.532665,-122.384773
201,"Gatewood, West Seattle","Seattle, WA",King,22,41st Ave SW & SW Monroe St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.531307,-122.384781
202,"Gatewood, West Seattle","Seattle, WA",King,22,41st Ave SW & SW Southern St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.529716,-122.384796
203,"Fauntleroy, West Seattle","Seattle, WA",King,22,SW Thistle St & 41st Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528400,-122.384308
204,"Fauntleroy, West Seattle","Seattle, WA",King,22,SW Thistle St & 39th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528351,-122.382133
205,"Fauntleroy, West Seattle","Seattle, WA",King,22,SW Thistle St & 37th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528290,-122.379471
206,"Fauntleroy, West Seattle","Seattle, WA",King,22,SW Thistle St & 35th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528229,-122.377136
207,"Delridge, Roxhill","Seattle, WA",King,22,SW Thistle St & 34th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528217,-122.374924
208,"Delridge, Roxhill","Seattle, WA",King,22,SW Thistle St & 31st Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528217,-122.372269
209,"Delridge, Roxhill","Seattle, WA",King,22,SW Thistle St & 28th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528213,-122.368759
210,"Delridge, South Delridge","Seattle, WA",King,22,SW Thistle St & 25th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528213,-122.364922
211,"Delridge, South Delridge","Seattle, WA",King,22,Delridge Way SW & SW Thistle St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.528050,-122.360565
212,,"Seattle, WA",King,22,Delridge Way SW & SW Henderson St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.522961,-122.360596
213,"Delridge, Roxhill","Seattle, WA",King,22,SW Barton St & 25th Ave SW - Bay 3,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.521091,-122.365234
214,"Delridge, Roxhill","Seattle, WA",King,21,SW Roxbury St & 28th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.517456,-122.368050
215,"Delridge, Roxhill","Seattle, WA",King,21,SW Roxbury St & 30th Ave SW,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.517498,-122.371864
216,"Arbor Heights, West Seattle","Seattle, WA",King,21,35th Ave SW & SW Roxbury St,22 - Arbor Heights - Westwood Village - Alaska Junction,Seattle,,47.516853,-122.376900
217,Industrial District,"Seattle, WA",King,5,4th Ave S & S Royal Brougham Way,24 - Magnolia - Seattle,Seattle,,47.593342,-122.328957
218,International District,"Seattle, WA",King,5,4th Ave S & S Jackson St,24 - Magnolia - Seattle,Seattle,,47.599827,-122.328972
219,Pioneer Square,"Seattle, WA",King,5,3rd Ave & James St,24 - Magnolia - Seattle,Seattle,,47.602642,-122.331184
220,Central Business District,"Seattle, WA",King,5,3rd Ave & Madison St,24 - Magnolia - Seattle,Seattle,,47.605541,-122.333832
221,Central Business District,"Seattle, WA",King,5,3rd Ave & Union St,24 - Magnolia - Seattle,Seattle,,47.608688,-122.336700
222,Central Business District,"Seattle, WA",King,5,3rd Ave & Pine St,24 - Magnolia - Seattle,Seattle,,47.611137,-122.338951
223,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Virginia St,24 - Magnolia - Seattle,Seattle,,47.612995,-122.341743
224,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Bell St,24 - Magnolia - Seattle,Seattle,,47.615120,-122.345337
225,"Belltown, Denny Regrade","Seattle, WA",King,1,3rd Ave & Vine St,24 - Magnolia - Seattle,Seattle,,47.616959,-122.348450
226,,"Seattle, WA",King,2,Denny Way & 2nd Ave N,24 - Magnolia - Seattle,Seattle,,47.618660,-122.352615
227,Queen Anne,"Seattle, WA",King,17,Denny Way & Queen Anne Ave N,24 - Magnolia - Seattle,Seattle,,47.618656,-122.356606
228,Queen Anne,"Seattle, WA",King,24,Western Ave W & Elliott Ave W,24 - Magnolia - Seattle,Seattle,,47.619965,-122.359512
229,Queen Anne,"Seattle, WA",King,17,Elliott Ave W & 4th Ave W,24 - Magnolia - Seattle,Seattle,,47.621441,-122.361740
230,Queen Anne,"Seattle, WA",King,24,Elliott Ave W & 6th Ave W,24 - Magnolia - Seattle,Seattle,,47.623394,-122.364059
231,Queen Anne,"Seattle, WA",King,24,Elliott Ave W & W Mercer St,24 - Magnolia - Seattle,Seattle,,47.625282,-122.366394
232,Queen Anne,"Seattle, WA",King,24,Elliott Ave W & W Mercer Pl,24 - Magnolia - Seattle,Seattle,,47.626415,-122.367958
233,West Queen Anne,"Seattle, WA",King,17,Elliott Ave W & W Prospect St,24 - Magnolia - Seattle,Seattle,,47.629013,-122.371414
234,Interbay,"Seattle, WA",King,24,Thorndyke Ave W & W Hayes St,24 - Magnolia - Seattle,Seattle,,47.634010,-122.391762
235,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Blaine St,24 - Magnolia - Seattle,Seattle,,47.634918,-122.392952
236,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Crockett St,24 - Magnolia - Seattle,Seattle,,47.637867,-122.392929
237,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Lynn St,24 - Magnolia - Seattle,Seattle,,47.639294,-122.392914
238,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Halladay St,24 - Magnolia - Seattle,Seattle,,47.642265,-122.392868
239,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Raye St,24 - Magnolia - Seattle,Seattle,,47.643593,-122.392845
240,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Fulton St,24 - Magnolia - Seattle,Seattle,,47.645695,-122.392815
241,"Magnolia, Southeast Magnolia","Seattle, WA",King,24,28th Ave W & W Barrett St,24 - Magnolia - Seattle,Seattle,,47.647057,-122.392799
242,"Lawton Park, Magnolia","Seattle, WA",King,24,28th Ave W & W Dravus St,24 - Magnolia - Seattle,Seattle,,47.648777,-122.392799
243,"Lawton Park, Magnolia","Seattle, WA",King,24,28th Ave W & W Bertona St,24 - Magnolia - Seattle,Seattle,,47.650600,-122.392792
244,"Lawton Park, Magnolia","Seattle, WA",King,24,28th Ave W & W Ruffner St,24 - Magnolia - Seattle,Seattle,,47.652222,-122.392792
245,"Lawton Park, Magnolia","Seattle, WA",King,24,W Tilden St & 29th Ave W,24 - Magnolia - Seattle,Seattle,,47.653236,-122.394539
246,"Lawton Park, Magnolia","Seattle, WA",King,24,30th Ave W & W Emerson St,24 - Magnolia - Seattle,Seattle,,47.654320,-122.395561
247,"Lawton Park, Magnolia","Seattle, WA",King,24,30th Ave W & W Thurman St,24 - Magnolia - Seattle,Seattle,,47.656258,-122.395561
248,"Lawton Park, Magnolia","Seattle, WA",King,24,31st Ave W & W Mansell St,24 - Magnolia - Seattle,Seattle,,47.658649,-122.396721
249,"Lawton Park, Magnolia","Seattle, WA",King,24,31st Ave W & W Jameson St,24 - Magnolia - Seattle,Seattle,,47.659981,-122.397461
250,"Lawton Park, Magnolia","Seattle, WA",King,24,W Government Way & 33rd Ave W,24 - Magnolia - Seattle,Seattle,,47.660004,-122.399757
251,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Government Way,24 - Magnolia - Seattle,Seattle,,47.658730,-122.401001
252,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Elmore St,24 - Magnolia - Seattle,Seattle,,47.657532,-122.401001
253,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Thurman St,24 - Magnolia - Seattle,Seattle,,47.655613,-122.401001
254,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Emerson St,24 - Magnolia - Seattle,Seattle,,47.653786,-122.401001
255,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Ruffner St,24 - Magnolia - Seattle,Seattle,,47.652046,-122.401016
256,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Bertona St,24 - Magnolia - Seattle,Seattle,,47.650257,-122.401016
257,"Lawton Park, Magnolia","Seattle, WA",King,24,34th Ave W & W Dravus St,24 - Magnolia - Seattle,Seattle,,47.648434,-122.401024
258,"Briarcliff, Magnolia","Seattle, WA",King,24,34th Ave W & W Barrett St,24 - Magnolia - Seattle,Seattle,,47.646625,-122.401039
259,"Briarcliff, Magnolia","Seattle, WA",King,24,34th Ave W & W Armour St,24 - Magnolia - Seattle,Seattle,,47.644810,-122.401054
260,"Briarcliff, Magnolia","Seattle, WA",King,24,34th Ave W & W Raye St,24 - Magnolia - Seattle,Seattle,,47.642983,-122.401070
261,"Briarcliff, Magnolia","Seattle, WA",King,24,34th Ave W & W Mcgraw St,24 - Magnolia - Seattle,Seattle,,47.639950,-122.401093
262,"Briarcliff, Magnolia","Seattle, WA",King,24,Viewmont Way W & 35th Ave W,24 - Magnolia - Seattle,Seattle,,47.639011,-122.402191
263,"Briarcliff, Magnolia","Seattle, WA",King,24,35th Ave W & W Mcgraw St,24 - Magnolia - Seattle,Seattle,,47.639343,-122.402267
264,"Briarcliff, Magnolia","Seattle, WA",King,24,Viewmont Way W & Edgemont Pl W,24 - Magnolia - Seattle,Seattle,,47.637913,-122.403732
265,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & Constance Dr W,24 - Magnolia - Seattle,Seattle,,47.637333,-122.405907
266,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & Montavista Pl W,24 - Magnolia - Seattle,Seattle,,47.638718,-122.407257
267,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Parkmont Pl,24 - Magnolia - Seattle,Seattle,,47.640213,-122.409279
268,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & Westmont Way W,24 - Magnolia - Seattle,Seattle,,47.642364,-122.409576
269,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Raye St,24 - Magnolia - Seattle,Seattle,,47.643417,-122.409554
270,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Armour St,24 - Magnolia - Seattle,Seattle,,47.644936,-122.409523
271,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Barrett Ln,24 - Magnolia - Seattle,Seattle,,47.647152,-122.409470
272,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Dravus St,24 - Magnolia - Seattle,Seattle,,47.648777,-122.409470
273,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Bertona St,24 - Magnolia - Seattle,Seattle,,47.650650,-122.409470
274,"Briarcliff, Magnolia","Seattle, WA",King,24,West Viewmont Way W & W Ruffner St,24 - Magnolia - Seattle,Seattle,,47.652237,-122.410545
275,"Lawton Park, Magnolia","Seattle, WA",King,24,W Emerson St & Magnolia Blvd W,24 - Magnolia - Seattle,Seattle,,47.654167,-122.411751
276,Belltown,"Seattle, WA",King,1,3rd Ave & Cedar St,27 - Colman Park - Seattle,Seattle,,47.616776,-122.348450
277,Belltown,"Seattle, WA",King,1,3rd Ave & Bell St,27 - Colman Park - Seattle,Seattle,,47.614300,-122.344269
278,Belltown,"Seattle, WA",King,1,3rd Ave & Virginia St,27 - Colman Park - Seattle,Seattle,,47.612438,-122.341110
279,Central Business District,"Seattle, WA",King,24,3rd Ave & Pike St,27 - Colman Park - Seattle,Seattle,,47.609070,-122.337288
280,Central Business District,"Seattle, WA",King,21,3rd Ave & Seneca St,27 - Colman Park - Seattle,Seattle,,47.606442,-122.334900
281,Central Business District,"Seattle, WA",King,21,3rd Ave & Columbia St,27 - Colman Park - Seattle,Seattle,,47.603580,-122.332275
282,Pioneer Square,"Seattle, WA",King,27,Yesler Way & Prefontaine Pl S,27 - Colman Park - Seattle,Seattle,,47.601646,-122.329582
283,International District,"Seattle, WA",King,27,Yesler Way & 6th Ave S,27 - Colman Park - Seattle,Seattle,,47.601639,-122.325050
284,Yesler Terrace,"Seattle, WA",King,27,Yesler Way & 8th Ave S,27 - Colman Park - Seattle,Seattle,,47.601627,-122.323586
285,,"Seattle, WA",King,27,E Yesler Way & Broadway,27 - Colman Park - Seattle,Seattle,,47.601691,-122.320065
286,"Atlantic, Central District, Squire Park","Seattle, WA",King,27,E Yesler Way & 12th Ave S,27 - Colman Park - Seattle,Seattle,,47.601620,-122.316254
287,"Atlantic, Central District, Squire Park","Seattle, WA",King,27,E Yesler Way & 14th Ave S,27 - Colman Park - Seattle,Seattle,,47.601624,-122.313667
288,"Atlantic, Central District, Squire Park","Seattle, WA",King,27,E Yesler Way & 16th Ave S,27 - Colman Park - Seattle,Seattle,,47.601620,-122.311211
289,"Atlantic, Central District, Squire Park","Seattle, WA",King,27,E Yesler Way & 18th Ave S,27 - Colman Park - Seattle,Seattle,,47.601616,-122.308640
290,"Atlantic, Central District, Squire Park","Seattle, WA",King,27,E Yesler Way & 22nd Ave S,27 - Colman Park - Seattle,Seattle,,47.601605,-122.304642
291,"Atlantic, Central District","Seattle, WA",King,8,E Yesler Way & 23rd Ave S,27 - Colman Park - Seattle,Seattle,,47.601601,-122.301727
292,"Atlantic, Central District","Seattle, WA",King,8,E Yesler Way & 27th Ave S,27 - Colman Park - Seattle,Seattle,,47.601585,-122.297539
293,"Central District, Leschi","Seattle, WA",King,27,E Yesler Way & 28th Ave S,27 - Colman Park - Seattle,Seattle,,47.601585,-122.295525
294,"Central District, Leschi","Seattle, WA",King,27,E Yesler Way & 30th Ave S,27 - Colman Park - Seattle,Seattle,,47.601582,-122.293808
295,"Central District, Leschi","Seattle, WA",King,27,E Yesler Way & 32nd Ave S,27 - Colman Park - Seattle,Seattle,,47.601578,-122.291611
296,"Central District, Leschi","Seattle, WA",King,27,Lake Dell Ave & 32nd Ave,27 - Colman Park - Seattle,Seattle,,47.602123,-122.290840
297,"Central District, Leschi","Seattle, WA",King,27,Lake Dell Ave & E Spruce St,27 - Colman Park - Seattle,Seattle,,47.603291,-122.290024
298,"Central District, Leschi","Seattle, WA",King,27,E Alder St & 35th Ave,27 - Colman Park - Seattle,Seattle,,47.604309,-122.287766
299,"Central District, Leschi","Seattle, WA",King,27,E Alder St & Erie Ave,27 - Colman Park - Seattle,Seattle,,47.603798,-122.285217
300,"Central District, Leschi","Seattle, WA",King,27,Lakeside Ave S & E Yesler Way,27 - Colman Park - Seattle,Seattle,,47.601624,-122.285461
301,"Central District, Leschi","Seattle, WA",King,27,Lakeside Ave S & S Leschi Pl,27 - Colman Park - Seattle,Seattle,,47.599522,-122.286499
302,"Central District, Leschi","Seattle, WA",King,27,Lakeside Ave S & S Lane St,27 - Colman Park - Seattle,Seattle,,47.596744,-122.287498
303,"Central District, Leschi","Seattle, WA",King,27,Lakeside Ave S & S Charles St,27 - Colman Park - Seattle,Seattle,,47.594566,-122.287918
304,"Mount Baker, Rainier Valley","Seattle, WA",King,27,Lakeside Ave S & S Day St,27 - Colman Park - Seattle,Seattle,,47.589550,-122.286392
305,"Mount Baker, Rainier Valley","Seattle, WA",King,27,36th Ave S & S Day St,27 - Colman Park - Seattle,Seattle,,47.588829,-122.286720
