Districts/Neighborhoods,Address,County,Coordinates,OneBusAway Stop ID,Routes Served,Name,Route,Route Type,Agency Stop ID,Parking Spots
"Rainier Beach, Rainier Valley","Seattle, WA",King,"47.509659, -122.253441",1_7970,7,64th Ave S & S Ryan St,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Rainier Beach, Rainier Valley","Seattle, WA",King,"47.511494, -122.253426",1_7980,7,64th Ave S & S Cooper St,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Rainier Beach, Rainier Valley","Seattle, WA",King,"47.513691, -122.254097",1_8000,7,Waters Ave S & S Norfolk St,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Rainier Beach, Rainier Valley","Seattle, WA",King,"47.515606, -122.256660",1_8010,7,Waters Ave S & S Pilgrim St,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Rainier Beach, Rainier Valley","Seattle, WA",King,"47.518105, -122.259903",1_8030,7,Waters Ave S & S Carver St,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Rainier Beach, Rainier Valley","Seattle, WA",King,"47.519527, -122.261482",1_8040,7,57th Ave S & Waters Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.520100, -122.263481",1_8050,7,Rainier Ave S & Seward Park Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.519917, -122.267807",1_8070,7,Rainier Ave S & 52nd Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.521328, -122.269897",1_8080,7,Rainier Ave S & S Fisher Pl,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.522873, -122.269890",1_8090,7,Rainier Ave S & S Henderson St,7 - Prentice St - Columbia City - Seattle,Trolley,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.523235, -122.268219",1_31137,7,S Henderson St & Rainier Ave S,7 - Prentice St - Columbia City - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.613377, -122.332603",1_1085,3,Pine St & 9th Ave,10 - Capitol Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611767, -122.336456",1_1110,3,Pine St & 5th Ave,10 - Capitol Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611103, -122.338028",1_1120,10,Pine St & 4th Ave,10 - Capitol Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.610073, -122.336838",1_1180,3,Pike St & 4th Ave,10 - Capitol Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611034, -122.334526",1_1190,3,Pike St & 6th Ave,10 - Capitol Hill - Seattle,Trolley,,
,"Seattle, WA",King,"47.611809, -122.332687",1_1195,3,Pike St & 7th Ave,10 - Capitol Hill - Seattle,Trolley,,
First Hill,"Seattle, WA",King,"47.613785, -122.327957",1_11133,3,Pike St & Minor Ave,10 - Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615158, -122.324638",1_11140,10,E Pine St & Summit Ave,10 - Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615162, -122.321617",1_11150,10,E Pine St & Harvard Ave,10 - Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615200, -122.316483",1_11520,10,E Pine St & 12th Ave,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.615700, -122.312668",1_11569,10,15th Ave & E Pine St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.618794, -122.312645",1_11567,10,15th Ave E & E Denny Way,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620773, -122.312607",1_11565,10,15th Ave E & E Thomas St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.622963, -122.312538",1_11570,10,15th Ave E & E Harrison St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.625423, -122.312492",1_11590,10,15th Ave E & E Roy St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.627098, -122.312469",1_11600,10,15th Ave E & E Aloha St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.628902, -122.312454",1_11610,10,15th Ave E & E Prospect St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.630833, -122.312424",1_11620,10,15th Ave E & E Highland Dr,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.632523, -122.311821",1_11630,10,Grandview Pl E & E Galer St,10 - Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.634079, -122.311798",1_11640,10,Grandview Pl E & E Garfield St,10 - Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.632500, -122.312607",1_11370,10,15th Ave E & E Galer St,10 - Capitol Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.613377, -122.332603",1_1085,3,Pine St & 9th Ave,12 - Interlaken Park - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611767, -122.336456",1_1110,3,Pine St & 5th Ave,12 - Interlaken Park - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611103, -122.338028",1_1120,10,Pine St & 4th Ave,12 - Interlaken Park - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.610073, -122.336838",1_1180,3,Pike St & 4th Ave,12 - Interlaken Park - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611034, -122.334526",1_1190,3,Pike St & 6th Ave,12 - Interlaken Park - Seattle,Trolley,,
,"Seattle, WA",King,"47.611809, -122.332687",1_1195,3,Pike St & 7th Ave,12 - Interlaken Park - Seattle,Trolley,,
First Hill,"Seattle, WA",King,"47.613785, -122.327957",1_11133,3,Pike St & Minor Ave,12 - Interlaken Park - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615158, -122.324638",1_11140,10,E Pine St & Summit Ave,12 - Interlaken Park - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615162, -122.321617",1_11150,10,E Pine St & Harvard Ave,12 - Interlaken Park - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615200, -122.316483",1_11520,10,E Pine St & 12th Ave,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.615212, -122.311852",1_11535,12,E Pine St & 15th Ave,12 - Interlaken Park - Seattle,Trolley,,
"Central District, Minor","Seattle, WA",King,"47.615696, -122.309723",1_107,12,E Madison St & 17th Ave,12 - Interlaken Park - Seattle,Trolley,,
"Central District, Minor","Seattle, WA",King,"47.616230, -122.308426",1_12373,12,E Madison St & 18th Ave,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.618698, -122.307274",1_13310,12,19th Ave E & E Denny Way,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.619873, -122.307259",1_13320,12,19th Ave E & E John St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620682, -122.307251",1_13330,12,19th Ave E & E Thomas St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.621860, -122.307236",1_13340,12,19th Ave E & E Harrison St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.623402, -122.307205",1_13350,12,19th Ave E & E Republican St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.625469, -122.307220",1_13360,12,19th Ave E & E Roy St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.627045, -122.307190",1_13370,12,19th Ave E & E Aloha St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.628861, -122.307167",1_13380,12,19th Ave E & E Prospect St,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.630806, -122.307152",1_13381,12,19th Ave E & E Highland Dr,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.632507, -122.307373",1_13190,12,Interlaken Turnback Loop & 19th Ave E,12 - Interlaken Park - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.631897, -122.307327",1_13200,12,19th Ave E & E Galer St,12 - Interlaken Park - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599266, -122.328384",1_1530,1,S Jackson St & 5th Ave S,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Pioneer Square,"Seattle, WA",King,"47.601658, -122.329941",1_1610,1,Prefontaine Pl S & Yesler Way,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.604095, -122.332504",1_538,1,3rd Ave & Columbia St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.607052, -122.335213",1_558,1,3rd Ave & Seneca St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
First Hill,"Seattle, WA",King,"47.609280, -122.330170",1_3037,2,Seneca St & 8th Ave,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.608742, -122.331482",1_1260,2,Seneca St & 6th Ave,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.607422, -122.334610",1_1250,2,Seneca St & 4th Ave,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.609642, -122.337585",1_575,1,3rd Ave & Pike St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.612995, -122.341743",1_600,1,3rd Ave & Virginia St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.615120, -122.345337",1_605,1,3rd Ave & Bell St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.616959, -122.348450",1_1690,1,3rd Ave & Vine St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
,"Seattle, WA",King,"47.618660, -122.352615",1_20829,2,Denny Way & 2nd Ave N,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
,"Seattle, WA",King,"47.619118, -122.355362",1_2330,1,1st Ave N & Denny Way,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.623123, -122.355309",1_2360,1,1st Ave N & Republican St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.624737, -122.355309",1_2690,2,1st Ave N & Mercer St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.627110, -122.356590",1_2710,2,Queen Anne Ave N & Aloha St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.628319, -122.356575",1_2720,2,Queen Anne Ave N & Ward St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.629791, -122.356522",1_2730,2,Queen Anne Ave N & Highland Dr,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.631493, -122.356491",1_2740,2,Queen Anne Ave N & W Lee St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.633827, -122.356873",1_4465,13,Queen Anne Ave N & Garfield St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.637478, -122.356834",1_4490,13,Queen Anne Ave N & Crockett St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.639656, -122.357246",1_41340,4,W Mcgraw St & Queen Anne Ave N,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.639656, -122.360649",1_41350,4,W Mcgraw St & 3rd Ave W,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.641304, -122.360825",1_41360,4,3rd Ave W & W Smith St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.643425, -122.360786",1_41370,4,3rd Ave W & W Raye St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.645336, -122.360786",1_41380,4,3rd Ave W & W Armour St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.649097, -122.360786",1_41390,4,3rd Ave W & W Dravus St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.650680, -122.360550",1_18220,4,W Nickerson St & 3rd Ave W,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Queen Anne,"Seattle, WA",King,"47.648830, -122.360985",1_41255,4,3rd Ave W & W Cremona St,13 - Seattle Pacific University - Queen Anne - Seattle,Trolley,,
Belltown,"Seattle, WA",King,"47.616776, -122.348450",1_2220,1,3rd Ave & Cedar St,14 - Mount Baker - Seattle,Trolley,,
Belltown,"Seattle, WA",King,"47.614300, -122.344269",1_400,1,3rd Ave & Bell St,14 - Mount Baker - Seattle,Trolley,,
Belltown,"Seattle, WA",King,"47.612438, -122.341110",1_420,1,3rd Ave & Virginia St,14 - Mount Baker - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.610897, -122.338966",1_430,1,3rd Ave & Pine St,14 - Mount Baker - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.608253, -122.336548",1_450,1,3rd Ave & Union St,14 - Mount Baker - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.604996, -122.333572",1_480,1,3rd Ave & Marion St,14 - Mount Baker - Seattle,Trolley,,
Pioneer Square,"Seattle, WA",King,"47.602818, -122.331581",1_500,1,3rd Ave & James St,14 - Mount Baker - Seattle,Trolley,,
Pioneer Square,"Seattle, WA",King,"47.600239, -122.330376",1_515,1,3rd Ave S & S Main St,14 - Mount Baker - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599125, -122.328041",1_1471,1,S Jackson St & 5th Ave S,14 - Mount Baker - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599117, -122.324570",1_1480,7,S Jackson St & Maynard Ave S,14 - Mount Baker - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599117, -122.322044",1_1490,7,S Jackson St & 8th Ave S,14 - Mount Baker - Seattle,Trolley,,
International District,County:,King,"47.599129, -122.317642",1_8541,7,S Jackson St & 12th Ave S,14 - Mount Baker - Seattle,Trolley,,
"Atlantic, Central District","Seattle, WA",King,"47.599148, -122.313354",1_11960,14,S Jackson St & Rainier Ave S,14 - Mount Baker - Seattle,Trolley,,
"Atlantic, Central District","Seattle, WA",King,"47.599167, -122.309738",1_11980,14,S Jackson St & 18th Ave S,14 - Mount Baker - Seattle,Trolley,,
"Atlantic, Central District","Seattle, WA",King,"47.599190, -122.305893",1_11990,14,S Jackson St & 20th Ave S,14 - Mount Baker - Seattle,Trolley,,
"Atlantic, Central District","Seattle, WA",King,"47.599220, -122.301430",1_12010,8,S Jackson St & 23rd Ave S,14 - Mount Baker - Seattle,Trolley,,
"Central District, Leschi","Seattle, WA",King,"47.599148, -122.295952",1_12030,14,S Jackson St & 28th Ave S,14 - Mount Baker - Seattle,Trolley,,
"Central District, Leschi","Seattle, WA",King,"47.599117, -122.293930",1_12040,14,S Jackson St & 30th Ave S,14 - Mount Baker - Seattle,Trolley,,
"Central District, Leschi","Seattle, WA",King,"47.597744, -122.292740",1_12050,14,31st Ave S & S King St,14 - Mount Baker - Seattle,Trolley,,
"Central District, Leschi","Seattle, WA",King,"47.595512, -122.292809",1_12070,14,31st Ave S & S Dearborn St,14 - Mount Baker - Seattle,Trolley,,
"Central District, Leschi","Seattle, WA",King,"47.593075, -122.292877",1_12080,14,31st Ave S & S Norman St,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.590973, -122.292496",1_12090,14,31st Ave S & S Irving St,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.587872, -122.292648",1_12110,14,31st Ave S & S Massachusetts St,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.584957, -122.293098",1_12130,14,31st Ave S & S Plum St,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.583424, -122.293106",1_12140,14,31st Ave S & S Walker St,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.579422, -122.293098",1_12160,14,31st Ave S & S Lander St,14 - Mount Baker - Seattle,Trolley,,
"Atlantic, Central District","Seattle, WA",King,"47.577686, -122.297073",1_8403,14,Mt. Baker Transfer Area - Bay 3,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.578278, -122.292496",1_12170,14,S Mcclellan St & 31st Ave S,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.578274, -122.288712",1_12190,14,S Mcclellan St & S Mount Baker Blvd,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.576755, -122.286827",1_12200,14,Mount Rainier Dr S & 37th Pl S,14 - Mount Baker - Seattle,Trolley,,
"Mount Baker, Rainier Valley","Seattle, WA",King,"47.575657, -122.284843",1_11680,14,Mount Rainier Dr S & S Hanford St,14 - Mount Baker - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.610897, -122.338966",1_430,1,3rd Ave & Pine St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.608253, -122.336548",1_450,1,3rd Ave & Union St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.604996, -122.333572",1_480,1,3rd Ave & Marion St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
Pioneer Square,"Seattle, WA",King,"47.602818, -122.331581",1_500,1,3rd Ave & James St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
Pioneer Square,"Seattle, WA",King,"47.600239, -122.330376",1_515,1,3rd Ave S & S Main St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599125, -122.328041",1_1471,1,S Jackson St & 5th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599117, -122.324570",1_1480,7,S Jackson St & Maynard Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599117, -122.322044",1_1490,7,S Jackson St & 8th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.598652, -122.317329",1_3700,36,12th Ave S & S Jackson St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.597305, -122.317329",1_3710,36,12th Ave S & S Weller St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.592270, -122.314941",1_3735,36,14th Ave S & Golf Dr S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.588184, -122.314964",1_3760,36,14th Ave S & S Massachusetts St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.586136, -122.314774",1_3770,36,14th Ave S & S Holgate St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.584339, -122.314789",1_3778,36,14th Ave S & S Hill St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.581291, -122.314186",1_3800,36,Beacon Ave S & S Bayview St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.579048, -122.312096",1_3810,36,Beacon Ave S & S Lander St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.575207, -122.309364",1_3830,36,Beacon Ave S & S Hanford St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.571568, -122.308243",1_3860,36,Beacon Ave S & S Spokane St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.569492, -122.307564",1_3870,36,Beacon Ave S & Jefferson Community Center,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.566845, -122.306740",1_3880,36,Beacon Ave S & Jefferson Golf Course,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.563332, -122.305634",1_3881,36,Beacon Ave S & Veterans Administration Hospital,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.559273, -122.304665",1_3883,36,Beacon Ave S & S Columbian Way,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.555633, -122.303558",1_30855,36,Beacon Ave S & S Dawson St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.553501, -122.302887",1_30870,36,Beacon Ave S & S Brandon St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.550800, -122.302101",1_30890,36,Beacon Ave S & S Orcas St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.548771, -122.301453",1_30910,36,Beacon Ave S & S Raymond St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.546493, -122.300789",1_30930,36,Beacon Ave S & S Graham St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.542751, -122.299637",1_30950,36,Beacon Ave S & S Holly St,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.540131, -122.298286",1_30960,36,Beacon Ave S & 27th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, South Beacon Hill","Seattle, WA",King,"47.538876, -122.295502",1_46092,36,S Myrtle St & Beacon Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, South Beacon Hill","Seattle, WA",King,"47.538750, -122.291283",1_46101,36,S Myrtle Pl & 32nd Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, South Beacon Hill","Seattle, WA",King,"47.537041, -122.286278",1_46110,36,S Myrtle Pl & S Holly Park Dr,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
"Beacon Hill, NewHolly (Holly Park)","Seattle, WA",King,"47.538841, -122.283524",1_45649,36,S Myrtle St & 39th Ave S,36 - Othello Station - Beacon Hill - Seattle,Trolley,,
Yesler Terrace,"Seattle, WA",King,"47.601959, -122.317970",1_41902,9,Boren Ave & E Yesler Way,43 - University District -  Capitol Hill - Seattle,Trolley,,
Yesler Terrace,"Seattle, WA",King,"47.605450, -122.320648",1_41904,9,Broadway & E Terrace St,43 - University District -  Capitol Hill - Seattle,Trolley,,
First Hill,"Seattle, WA",King,"47.609985, -122.320663",1_41908,9,Broadway & E Marion St,43 - University District -  Capitol Hill - Seattle,Trolley,,
First Hill,"Seattle, WA",King,"47.612896, -122.320679",1_41965,9,Broadway & E Union St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615166, -122.320702",1_41970,9,Broadway & E Pine St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.619846, -122.320473",1_29270,8,E John St & Broadway E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.619873, -122.316429",1_29277,8,E John St & 12th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.619892, -122.313042",1_29273,8,E John St & 15th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620426, -122.311020",1_29274,8,E Thomas St & 16th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620422, -122.307518",1_29275,8,E Thomas St & 19th Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620144, -122.303177",1_29276,8,E John St & 22nd Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620602, -122.302399",1_35825,43,23rd Ave E & E John St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.623379, -122.302361",1_29278,43,23rd Ave E & E Republican St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.627014, -122.302292",1_29280,43,23rd Ave E & E Aloha St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.629467, -122.301567",1_29300,43,24th Ave E & E Prospect St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.632778, -122.301514",1_29320,43,24th Ave E & E Galer St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.635048, -122.301468",1_29340,43,24th Ave E & Boyer Ave E,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.638100, -122.301483",1_29350,43,24th Ave E & E Newton St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.640152, -122.301979",1_29361,43,24th Ave E & E Mcgraw St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.643097, -122.302849",1_29380,43,East Montlake Pl E & E Roanoke St,43 - University District -  Capitol Hill - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.644432, -122.304230",1_25751,43,Montlake Blvd E & SR 520,43 - University District -  Capitol Hill - Seattle,Trolley,,
