Districts/Neighborhoods,Address,County,Coordinates,OneBusAway Stop ID,Routes Served,Name,Route,Route Type,Agency Stop ID,Parking Spots
"Capitol Hill, Montlake","Seattle, WA",King,"47.644596, -122.304039",1_25754,255,SR 520 & Montlake Blvd E,542 - Redmond - University District,Express,,
,"Medina, WA",King,"47.636810, -122.236595",1_71348,255,SR 520 & Evergreen Point Rd,542 - Redmond - University District,Express,,
,"Yarrow Point, WA",King,"47.640091, -122.218277",1_71359,255,Clyde Hill/Yarrow Pt & SR-520 - 92nd Avenue,542 - Redmond - University District,Express,,
Overlake - Redmond,"Redmond, WA",King,"47.644791, -122.133774",1_71336,542,State Route 520 & NE 40th St,542 - Redmond - University District,Express,,
Overlake - Redmond,"Redmond, WA",King,"47.654922, -122.136627",1_71353,542,SR 520 & NE 51st St,542 - Redmond - University District,Express,,
,"Redmond, WA",King,"47.669819, -122.130348",1_72458,222,West Lake Sammamish Pkwy NE & Leary Way,542 - Redmond - University District,Express,,
Sammamish Valley,"Redmond, WA",King,"47.678536, -122.133942",1_73848,542,NE 85th St & 154th Ave NE,542 - Redmond - University District,Express,,
,"Redmond, WA",King,"47.678459, -122.126778",1_73757,542,NE 85th St & 161st Ave NE,542 - Redmond - University District,Express,,
,"Redmond, WA",King,"47.676594, -122.124939",1_73227,542,NE 83rd St & 161st Ave NE - Bay 1,542 - Redmond - University District,Express,,
Industrial District,"Seattle, WA",King,"47.591015, -122.325867",1_21765,124,6th Ave S & S Atlantic St,545 - Redmond - Seattle,Express,,
International District,"Seattle, WA",King,"47.598812, -122.328903",1_620,101,4th Ave S & S Jackson St,545 - Redmond - Seattle,Express,,
Pioneer Square,"Seattle, WA",King,"47.603012, -122.329979",1_640,101,4th Ave & James St,545 - Redmond - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.606007, -122.332710",1_660,101,4th Ave & Madison St,545 - Redmond - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.610951, -122.337250",1_700,101,4th Ave & Pike St,545 - Redmond - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.613937, -122.334160",1_1050,212,Olive Way & 8th Ave,545 - Redmond - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.614883, -122.331894",1_1070,545,Olive Way & Terry Ave,545 - Redmond - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.615665, -122.330063",1_1073,545,Olive Way &Boren Ave,545 - Redmond - Seattle,Express,,
,"Medina, WA",King,"47.636810, -122.236595",1_71348,255,SR 520 & Evergreen Point Rd,545 - Redmond - Seattle,Express,,
,"Yarrow Point, WA",King,"47.640091, -122.218277",1_71359,255,Clyde Hill/Yarrow Pt & SR-520 - 92nd Avenue,545 - Redmond - Seattle,Express,,
Overlake - Redmond,"Redmond, WA",King,"47.644791, -122.133774",1_71336,542,State Route 520 & NE 40th St,545 - Redmond - Seattle,Express,,
Overlake - Redmond,"Redmond, WA",King,"47.654922, -122.136627",1_71353,542,SR 520 & NE 51st St,545 - Redmond - Seattle,Express,,
,"Redmond, WA",King,"47.669819, -122.130348",1_72458,222,West Lake Sammamish Pkwy NE & Leary Way,545 - Redmond - Seattle,Express,,
Sammamish Valley,"Redmond, WA",King,"47.678536, -122.133942",1_73848,542,NE 85th St & 154th Ave NE,545 - Redmond - Seattle,Express,,
,"Redmond, WA",King,"47.678459, -122.126778",1_73757,542,NE 85th St & 161st Ave NE,545 - Redmond - Seattle,Express,,
,"Redmond, WA",King,"47.676598, -122.123665",1_71951,545,NE 83rd St & 164th Ave NE - Bay 3,545 - Redmond - Seattle,Express,,
,"Redmond, WA",King,"47.672779, -122.117928",1_72488,545,Redmond Way & 166th Ave NE,545 - Redmond - Seattle,Express,,
,"Redmond, WA",King,"47.671616, -122.103653",1_72306,269,NE 76th St & 177th Pl NE,545 - Redmond - Seattle,Express,,
,"Redmond, WA",King,"47.673611, -122.100960",1_81755,250,Bear Creek P&R & 178th Pl NE,545 - Redmond - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.609829, -122.334511",1_1215,550,Union St & 6th Ave,550 - Bellevue - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.609081, -122.336288",1_1230,550,Union St & 4th Ave,550 - Bellevue - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.606213, -122.336205",1_320,111,2nd Ave & Seneca St,550 - Bellevue - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.603020, -122.333282",1_360,111,2nd Ave & Cherry St,550 - Bellevue - Seattle,Express,,
Pioneer Square,"Seattle, WA",King,"47.601253, -122.331688",1_375,111,2nd Ave Ext S & Yesler Way,550 - Bellevue - Seattle,Express,,
Mercer Island,"Mercer Island, WA",King,"47.588390, -122.232101",1_64065,204,N Mercer Way & 80th Ave SE,550 - Bellevue - Seattle,Express,,
Enatai,"Bellevue, WA",King,"47.586979, -122.191330",1_84292,203,S Bellevue P&R - Bay 1,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.597080, -122.198387",1_67960,550,Bellevue Way SE & SE 16th St,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.601959, -122.200768",1_67990,550,Bellevue Way SE & SE 10th St,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.607876, -122.201324",1_68020,550,Bellevue Way SE & SE 3rd St,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.610634, -122.201408",1_68035,550,Bellevue Way NE & Main St,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.613777, -122.200508",1_68042,550,NE 4th St & 105th Ave NE,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.615360, -122.196190",1_68007,550,Bellevue Transit Center - Bay 12,550 - Bellevue - Seattle,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.619511, -122.193741",1_67636,550,110th Ave NE & NE 10th St,550 - Bellevue - Seattle,Express,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.613972, -122.341293",1_1920,554,Lenora St & 4th Ave,554 - Issaquah - Seattle,Express,,
Pike Market,"Seattle, WA",King,"47.610615, -122.340248",1_280,111,2nd Ave & Stewart St,554 - Issaquah - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.606213, -122.336205",1_320,111,2nd Ave & Seneca St,554 - Issaquah - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.603020, -122.333282",1_360,111,2nd Ave & Cherry St,554 - Issaquah - Seattle,Express,,
Pioneer Square,"Seattle, WA",King,"47.601253, -122.331688",1_375,111,2nd Ave Ext S & Yesler Way,554 - Issaquah - Seattle,Express,,
International District,"Seattle, WA",King,"47.599117, -122.324570",1_1480,7,S Jackson St & Maynard Ave S,554 - Issaquah - Seattle,Express,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.593727, -122.309998",1_8590,7,Rainier Ave S & S Charles St,554 - Issaquah - Seattle,Express,,
Mercer Island,"Mercer Island, WA",King,"47.588390, -122.232101",1_64065,204,N Mercer Way & 80th Ave SE,554 - Issaquah - Seattle,Express,,
Eastgate - Bellevue,"Bellevue, WA",King,"47.579414, -122.151398",1_67013,212,I-90 Expressway Ramp & 142nd Pl SE - Bay 4,554 - Issaquah - Seattle,Express,,
,"Issaquah, WA",King,"47.541897, -122.062263",1_64590,554,Issaquah P&R - Bay 6,554 - Issaquah - Seattle,Express,,
,"Issaquah, WA",King,"47.530026, -122.034233",1_80485,554,E Sunset Way & Rainier Blvd S,554 - Issaquah - Seattle,Express,,
Issaquah Highlands,"Issaquah, WA",King,"47.541138, -122.018890",1_65150,218,Highlands Dr NE & NE Ellis Dr,554 - Issaquah - Seattle,Express,,
Issaquah Highlands,"Issaquah, WA",King,"47.545704, -122.019318",1_64566,203,Issaquah Highlands P&R - Bay 3,554 - Issaquah - Seattle,Express,,
,"Issaquah, WA",King,"47.555473, -122.021736",1_81749,269,Issaquah Pine Lake Rd SE & SE Issaquah-Fall City Rd,554 - Issaquah - Seattle,Express,,
,"Sammamish, WA",King,"47.572491, -122.022018",1_81737,269,Issaquah Pine Lake Rd SE & SE 40th Pl,554 - Issaquah - Seattle,Express,,
Pine Lake,"Sammamish, WA",King,"47.582295, -122.037125",1_81684,269,S Sammamish P&R - Bay 1,554 - Issaquah - Seattle,Express,,
,"Sammamish, WA",King,"47.602303, -122.035408",1_81687,269,228th Ave SE & SE 8th St,554 - Issaquah - Seattle,Express,,
,"Sammamish, WA",King,"47.615864, -122.035324",1_81665,269,228th Ave NE & NE 8th St,554 - Issaquah - Seattle,Express,,
,"Sammamish, WA",King,"47.631916, -122.035355",1_81775,269,228th Ave NE & NE 25th Way,554 - Issaquah - Seattle,Express,,
,"Redmond, WA",King,"47.661099, -122.094818",1_72329,554,NE Redmond Way & 185th Ave NE,554 - Issaquah - Seattle,Express,,
Issaquah Highlands,"Issaquah, WA",King,"47.545567, -122.019287",1_64561,218,Issaquah Highlands P&R - Bay 4,556 - Issaquah - Northgate,Express,,
Issaquah Highlands,"Issaquah, WA",King,"47.540581, -122.020340",1_64549,218,9th Ave NE & NE Ellis Dr,556 - Issaquah - Northgate,Express,,
,"Issaquah, WA",King,"47.541584, -122.062302",1_64585,203,Issaquah P&R - Bay 3,556 - Issaquah - Northgate,Express,,
Eastgate - Bellevue,"Bellevue, WA",King,"47.579609, -122.151711",1_67019,212,I-90 Expressway Ramp & 142nd Pl SE - Bay 3,556 - Issaquah - Northgate,Express,,
Enatai,"Bellevue, WA",King,"47.586979, -122.191330",1_84292,203,S Bellevue P&R - Bay 1,556 - Issaquah - Northgate,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.597080, -122.198387",1_67960,550,Bellevue Way SE & SE 16th St,556 - Issaquah - Northgate,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.601959, -122.200768",1_67990,550,Bellevue Way SE & SE 10th St,556 - Issaquah - Northgate,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.607876, -122.201324",1_68020,550,Bellevue Way SE & SE 3rd St,556 - Issaquah - Northgate,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.610634, -122.201408",1_68035,550,Bellevue Way NE & Main St,556 - Issaquah - Northgate,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.613777, -122.200508",1_68042,550,NE 4th St & 105th Ave NE,556 - Issaquah - Northgate,Express,,
Downtown Bellevue,"Bellevue, WA",King,"47.615501, -122.194389",1_67655,271,Bellevue Transit Center - Bay 8,556 - Issaquah - Northgate,Express,,
,"Yarrow Point, WA",King,"47.640179, -122.218773",1_71356,255,Clyde Hill/Yarrow Pt & SR-520 - 92nd Avenue,556 - Issaquah - Northgate,Express,,
,"Medina, WA",King,"47.637135, -122.237007",1_71355,255,SR 520 & Evergreen Point Rd,556 - Issaquah - Northgate,Express,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.644737, -122.304054",1_25753,255,SR 520 & Montlake Blvd E,556 - Issaquah - Northgate,Express,,
,"Seattle, WA",King,"47.650494, -122.304092",1_25755,255,Montlake Blvd NE & NE Pacific Pl - Bay 4,556 - Issaquah - Northgate,Express,,
University District,"Seattle, WA",King,"47.652206, -122.310783",1_29420,44,NE Pacific St & 15th Ave NE,556 - Issaquah - Northgate,Express,,
University District,"Seattle, WA",King,"47.655899, -122.311974",1_29440,44,15th Ave NE & NE Campus Pkwy,556 - Issaquah - Northgate,Express,,
University District,"Seattle, WA",King,"47.658668, -122.311905",1_11352,44,15th Ave NE & NE 42nd St,556 - Issaquah - Northgate,Express,,
,"Bellevue, WA",King,"47.615474, -122.193746",3_8468,560,Bellevue Transit Center - Bay 6,560 - Bellevue - Sea-Tac - W. Seattle,Express,3021,
,"Bellevue, WA",King,"47.557303, -122.190669",3_13432,560,Newport Hills Fwy Station,560 - Bellevue - Sea-Tac - W. Seattle,Express,3564,
,"Renton, WA",King,"47.518176, -122.199080",1_79952,560,Kennydale Fwy Station,560 - Bellevue - Sea-Tac - W. Seattle,Express,3565,
,"Renton, WA",King,"47.500594, -122.201358",1_45191,560,Park Dr NE & Lk Washington Blvd N,560 - Bellevue - Sea-Tac - W. Seattle,Express,3024,
,"Renton, WA",King,"47.495396, -122.202285",1_45219,560,Park Ave N & N 8th St,560 - Bellevue - Sea-Tac - W. Seattle,Express,3054,
,"Renton, WA",King,"47.480736, -122.207952",3_891119282,560,Renton Transit Center - Bay 4,560 - Bellevue - Sea-Tac - W. Seattle,Express,4572,
,"Renton, WA",King,"47.473229, -122.216958",3_24662,560,Rainier Ave S & SW 7th St,560 - Bellevue - Sea-Tac - W. Seattle,Express,3062,
,"Seatac, WA",King,"47.441730, -122.299271",3_13215,560,SeaTac Airport Terminal - Bay 2,560 - Bellevue - Sea-Tac - W. Seattle,Express,4080,
,"Seatac, WA",King,"47.445622, -122.296176",3_6160,560,SeaTac Station,560 - Bellevue - Sea-Tac - W. Seattle,Express,2282,
,"Burien, WA",King,"47.469683, -122.337340",1_52304,560,Burien Transit Center - Bay 4,560 - Bellevue - Sea-Tac - W. Seattle,Express,3566,
,"Burien, WA",King,"47.481769, -122.348290",1_51480,560,Ambaum Blvd SW & SW 136th St,560 - Bellevue - Sea-Tac - W. Seattle,Express,3571,
,"Burien, WA",King,"47.488661, -122.349957",1_51520,560,Ambaum Blvd SW & SW 128th St,560 - Bellevue - Sea-Tac - W. Seattle,Express,3575,
,"Burien, WA",King,"47.498480, -122.354278",3_5121,560,Ambaum Blvd SW & SW 116th St,560 - Bellevue - Sea-Tac - W. Seattle,Express,3576,
,"Seattle, WA",King,"47.517432, -122.359546",1_22256,560,SW Roxbury St & 20th Ave SW,560 - Bellevue - Sea-Tac - W. Seattle,Express,3577,
,"Seattle, WA",King,"47.520888, -122.365819",1_31731,560,Westwood Village - Bay 2,560 - Bellevue - Sea-Tac - W. Seattle,Express,3470,
,"Redmond, WA",King,"47.644402, -122.133202",1_71345,225,Redmond Technology Station Acs & 156th Ave NE - Bay 4,566 - Auburn - Overlake,Express,,
Overlake - Redmond,"Redmond, WA",King,"47.645172, -122.135262",1_71335,542,SR 520 & NE 40th St,566 - Auburn - Overlake,Express,,
Downtown Bellevue,County:,King,"47.615494, -122.193909",1_68006,566,Bellevue Transit Center - Bay 6,566 - Auburn - Overlake,Express,,
,"Renton, WA",King,"47.500553, -122.201424",1_45191,240,Park Ave N & Lake Washington Blvd N,566 - Auburn - Overlake,Express,,
,"Renton, WA",King,"47.495258, -122.202339",1_45219,240,Park Ave N & N 8th St,566 - Auburn - Overlake,Express,,
,"Renton, WA",King,"47.480499, -122.208199",1_46479,107,Renton Transit Center - Bay 4,566 - Auburn - Overlake,Express,,
,"Renton, WA",King,"47.473362, -122.216843",1_59911,566,Rainer Ave/SR 167 & SW 7th St,566 - Auburn - Overlake,Express,,
,"Kent, WA",King,"47.396648, -122.228127",1_80780,153,Central Ave N & S 228th St,566 - Auburn - Overlake,Express,,
,"Kent, WA",King,"47.383431, -122.232483",1_57459,153,Kent Sounder Station - Bay 9,566 - Auburn - Overlake,Express,,
,"Kent, WA",King,"47.382603, -122.237473",1_57481,566,4th Ave N & W Smith St,566 - Auburn - Overlake,Express,,
,"Auburn, WA",King,"47.321041, -122.228020",1_57892,566,Auburn P&R - Bay 1,566 - Auburn - Overlake,Express,,
,"Auburn, WA",King,"47.305241, -122.232086",1_57776,566,Auburn Sounder Station - Bay 4,566 - Auburn - Overlake,Express,,
,"Seatac, WA",King,"47.445622, -122.296176",3_6160,560,SeaTac Station,574 - Lakewood - SeaTac,Express,2282,
,"Seatac, WA",King,"47.441730, -122.299271",3_13215,560,SeaTac Airport Terminal - Bay 2,574 - Lakewood - SeaTac,Express,4080,
,"Seatac, WA",King,"47.439837, -122.296080",1_61090,574,International Blvd & SeaTac Exit,574 - Lakewood - SeaTac,Express,3768,
,"Seatac, WA",King,"47.434473, -122.294344",1_53501,574,188th St S & S International Blvd,574 - Lakewood - SeaTac,Express,3750,
,"Seatac, WA",King,"47.434426, -122.287863",1_53505,574,188th St S & 36th Ave S,574 - Lakewood - SeaTac,Express,2633,
,"Seatac, WA",King,"47.434340, -122.281925",1_53502,574,188th St S & 42nd Av,574 - Lakewood - SeaTac,Express,3789,
,"Seatac, WA",King,"47.434297, -122.276905",1_53503,574,188th St S & 46th Ave S,574 - Lakewood - SeaTac,Express,4131,
,"Kent, WA",King,"47.391141, -122.291851",1_53504,574,I-5 & Kent/Des Moines Fwy Station,574 - Lakewood - SeaTac,Express,3725,
,"Kent, WA",King,"47.358958, -122.297328",1_47970,574,Star Lake Fwy Station,574 - Lakewood - SeaTac,Express,3726,
Steel Lake,"Federal Way, WA",King,"47.316448, -122.303668",3_493671677,574,Federal Way Downtown Station - Bay 7,574 - Lakewood - SeaTac,Express,4696,
,"Tacoma, WA",Pierce,"47.240192, -122.424837",3_377411996,574,Tacoma Dome Station - Zone H,574 - Lakewood - SeaTac,Express,3916,
,"Tacoma, WA",Pierce,"47.238770, -122.428923",3_32725,574,26th St E & D St E,574 - Lakewood - SeaTac,Express,1311,
,"Lakewood, WA",Pierce,"47.161268, -122.483317",3_29008,574,SR 512 P&R - Zone H,574 - Lakewood - SeaTac,Express,4230,
,"Lakewood, WA",Pierce,"47.165059, -122.513010",3_27603,574,Lakewood Transit Center - Zone M,574 - Lakewood - SeaTac,Express,4481,
,"Seattle, WA",King,"47.620507, -122.334380",1_10225,577,Fairview Ave N & Thomas St,577 - Federal Way - Seattle,Express,3890,
,"Seattle, WA",King,"47.617492, -122.333810",3_971635598,577,Boren Ave & Virginia St,577 - Federal Way - Seattle,Express,3911,
,"Seattle, WA",King,"47.615733, -122.334375",1_940,577,Stewart St & 9th Ave,577 - Federal Way - Seattle,Express,3020,
,"Seattle, WA",King,"47.614406, -122.336079",3_2137019669,577,Stewart St & 7th Ave,577 - Federal Way - Seattle,Express,3912,
,"Seattle, WA",King,"47.611895, -122.339343",3_2011772586,577,Stewart St & 3rd Ave,577 - Federal Way - Seattle,Express,3913,
,"Seattle, WA",King,"47.608692, -122.338512",1_300,577,2nd Ave & Pike St,577 - Federal Way - Seattle,Express,1771,
,"Seattle, WA",King,"47.604470, -122.334618",1_340,577,2nd Ave & Marion St,577 - Federal Way - Seattle,Express,1776,
,"Seattle, WA",King,"47.602386, -122.332710",1_361,577,2nd Ave & James St,577 - Federal Way - Seattle,Express,1777,
,"Seattle, WA",King,"47.599321, -122.329900",1_390,577,2nd Ave Ext & Jackson St S,577 - Federal Way - Seattle,Express,1778,
Steel Lake,"Federal Way, WA",King,"47.316480, -122.303297",3_634993365,577,Federal Way Downtown Station - Bay 11,577 - Federal Way - Seattle,Express,4700,
,"Seattle, WA",King,"47.620507, -122.334380",1_10225,577,Fairview Ave N & Thomas St,578 - Puyallup - Seattle,Express,3890,
,"Seattle, WA",King,"47.617492, -122.333810",3_971635598,577,Boren Ave & Virginia St,578 - Puyallup - Seattle,Express,3911,
,"Seattle, WA",King,"47.615733, -122.334375",1_940,577,Stewart St & 9th Ave,578 - Puyallup - Seattle,Express,3020,
,"Seattle, WA",King,"47.614406, -122.336079",3_2137019669,577,Stewart St & 7th Ave,578 - Puyallup - Seattle,Express,3912,
,"Seattle, WA",King,"47.611895, -122.339343",3_2011772586,577,Stewart St & 3rd Ave,578 - Puyallup - Seattle,Express,3913,
,"Seattle, WA",King,"47.608692, -122.338512",1_300,577,2nd Ave & Pike St,578 - Puyallup - Seattle,Express,1771,
,"Seattle, WA",King,"47.604470, -122.334618",1_340,577,2nd Ave & Marion St,578 - Puyallup - Seattle,Express,1776,
,"Seattle, WA",King,"47.602386, -122.332710",1_361,577,2nd Ave & James St,578 - Puyallup - Seattle,Express,1777,
